id,username,email,role,manager,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
1567,divya,divya@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3185.06,04910,2024-10-04,22:33:43,14.116264,163.949795,1,70,322.0
1568,manisha,manisha@gmail.com,Fleet Manager,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1156.68,08287,2024-02-26,05:11:42,50.336461,59.565046,1,4,18.8
1569,teja,teja@gmail.com,Fleet Manager,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2303.15,58973,2024-03-26,00:31:01,74.944518,53.353706,1,13,58.5
1570,ram,ram@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2466.49,68137,2024-09-13,10:30:24,-86.805819,135.353945,0,70,339.5
1571,sanasya,sanasya@gmail.com,Fleet Manager,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2016.95,93829,2024-03-29,23:37:50,63.205193,-21.07539,1,27,126.9
1572,akshaya,akshaya@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1046.93,40798,2024-11-12,13:48:06,41.050243,-41.150288,1,12,54.0
1573,mahitha,mahitha@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3556.87,43401,2024-01-25,19:38:37,45.711584,-30.716794,1,28,119.0
1574,kruthika,kruthika@gmail.com,Fleet Manager,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2778.46,42322,2024-01-28,01:35:30,-42.902928,-43.653936,0,66,320.1
1575,abhishek,abhishek@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2172.75,78112,2024-06-11,18:00:30,69.865877,75.526066,1,12,55.2
1576,shree,shree@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4247.47,04800,2024-03-24,02:52:13,-10.451851,152.129815,0,55,253.0
1577,divya,divya@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4852.73,58906,2024-07-22,20:24:37,-19.573318,35.004908,1,25,106.25
1578,manisha,manisha@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4640.39,61555,2024-03-28,07:02:22,70.457501,-153.237657,0,68,306.0
1579,teja,teja@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3536.1,42008,2024-10-01,10:08:26,74.808017,-62.551331,0,58,246.5
1580,ram,ram@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4783.15,30847,2024-07-23,14:28:07,83.391357,78.279134,1,3,13.5
1581,sanasya,sanasya@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4369.24,40016,2024-03-29,01:40:28,-15.509803,73.490854,0,57,256.5
1582,akshaya,akshaya@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2057.42,54603,2024-04-22,19:12:41,50.776132,95.866512,1,19,85.5
1583,mahitha,mahitha@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3268.17,68874,2024-03-18,17:38:02,89.785105,-2.498138,1,35,169.75
1584,kruthika,kruthika@gmail.com,Fleet Manager,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4937.01,71422,2024-11-26,14:08:48,-62.258897,-94.790674,0,42,197.4
1585,abhishek,abhishek@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4127.77,14933,2024-08-15,22:12:17,-80.058752,-80.317457,1,20,92.0
1586,shree,shree@gmail.com,Fleet Manager,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3616.28,91221,2024-01-30,05:33:19,28.411581,-26.228384,1,38,161.5
1587,divya,divya@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3150.02,90027,2024-08-11,21:32:50,59.66097,-124.17209,0,29,130.5
1588,manisha,manisha@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1933.45,60365,2024-02-04,16:36:30,-59.526751,55.598136,0,59,265.5
1589,teja,teja@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3073.29,88857,2024-07-07,14:37:49,-27.008198,163.679095,0,54,229.5
1590,ram,ram@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3755.56,77517,2024-01-01,01:32:13,-47.838686,-129.870247,0,17,76.5
1591,sanasya,sanasya@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4687.68,24387,2024-06-22,02:27:36,-73.365835,-51.615129,0,97,470.45
1592,akshaya,akshaya@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4511.09,80605,2024-01-25,01:39:27,-14.669609,114.852753,1,17,79.9
1593,mahitha,mahitha@gmail.com,Fleet Manager,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3161.42,72369,2024-09-16,04:32:21,4.664938,44.888561,0,55,253.0
1594,kruthika,kruthika@gmail.com,Fleet Manager,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4480.11,57433,2024-10-29,12:45:27,-64.356956,163.069657,0,41,174.25
1595,abhishek,abhishek@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3442.42,26262,2024-05-19,04:18:24,81.385829,0.444571,0,61,280.6
1596,shree,shree@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3492.5,83969,2024-04-16,05:20:14,-55.147962,43.508625,1,28,119.0
1597,divya,divya@gmail.com,Fleet Manager,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1621.35,26639,2024-10-29,08:01:59,56.497416,88.193727,1,98,460.6
1598,manisha,manisha@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2660.53,51377,2024-06-30,17:52:56,-1.214073,80.334552,0,73,354.05
1599,teja,teja@gmail.com,Fleet Manager,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4776.24,06935,2024-08-22,09:06:22,37.076157,99.518625,0,66,310.2
1600,ram,ram@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2103.74,45807,2024-04-17,11:42:25,29.954915,-44.422235,0,33,140.25
1601,sanasya,sanasya@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1360.49,51655,2024-10-22,15:34:27,-84.759224,-179.617772,0,71,301.75
1602,akshaya,akshaya@gmail.com,Fleet Manager,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2158.98,12673,2024-07-14,05:28:32,41.77486,157.544937,1,23,111.55
1603,mahitha,mahitha@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4030.83,92441,2024-02-28,06:16:56,1.710751,107.520289,1,40,170.0
1604,kruthika,kruthika@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3486.34,82497,2024-07-14,18:38:29,46.171945,-84.320836,1,6,27.0
1605,abhishek,abhishek@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1295.39,02190,2024-01-01,18:21:39,-24.903606,-156.323075,0,100,460.0
1606,shree,shree@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4626.68,47106,2024-07-11,05:28:48,64.723052,-7.752613,0,80,376.0
1607,divya,divya@gmail.com,Fleet Manager,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2485.61,63442,2024-06-08,22:04:04,3.160979,-21.711381,0,14,64.4
1608,manisha,manisha@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1012.71,19339,2024-11-27,22:08:47,80.773563,-157.272918,0,24,102.0
1609,teja,teja@gmail.com,Fleet Manager,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3360.98,51889,2024-06-08,05:33:13,19.611452,-89.517243,1,70,322.0
1610,ram,ram@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4844.75,95576,2024-03-23,15:30:37,78.084862,-41.718139,0,42,203.7
1611,sanasya,sanasya@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1697.5,45577,2024-05-08,00:07:28,1.355461,-30.493978,0,41,198.85
1612,akshaya,akshaya@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2749.85,33535,2024-08-16,09:17:50,-79.154818,-176.51043,0,97,412.25
1613,mahitha,mahitha@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2358.86,54678,2024-06-17,06:11:38,52.332946,178.757412,0,43,182.75
1614,kruthika,kruthika@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4759.71,73908,2024-11-11,21:18:51,76.066775,-94.873589,0,27,114.75
1615,abhishek,abhishek@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2102.51,32680,2024-05-15,13:45:34,-76.676466,58.940018,1,45,207.0
1616,shree,shree@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4264.49,17098,2024-06-20,10:00:09,-52.349198,21.849164,1,14,63.0
1617,divya,divya@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4561.64,97350,2024-05-14,02:26:11,-89.200531,136.128944,1,10,48.5
1618,manisha,manisha@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3979.69,47918,2024-05-23,03:02:15,-15.776428,19.992312,0,53,249.1
1619,teja,teja@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2270.49,26354,2024-11-30,07:10:42,-46.082061,125.454935,0,66,320.1
1620,ram,ram@gmail.com,Driver,santhosh,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4829.23,86595,2024-08-13,17:53:54,-57.173214,-173.409319,1,32,144.0
1621,sanasya,sanasya@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1173.17,87755,2024-08-17,02:35:46,-62.511693,2.081263,0,48,232.8
1622,akshaya,akshaya@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2518.21,30605,2024-04-11,20:03:46,-65.911533,114.248094,0,66,297.0
1623,mahitha,mahitha@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3305.23,43682,2024-09-09,11:11:32,-24.271679,-86.862111,0,25,106.25
1624,kruthika,kruthika@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2351.47,70358,2024-03-11,13:40:25,14.978842,78.514719,0,68,319.6
1625,abhishek,abhishek@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1249.15,85007,2024-07-31,14:41:55,86.919608,96.120694,1,7,32.9
1626,shree,shree@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4545.55,81567,2024-02-27,12:31:54,16.779445,169.247808,0,13,55.25
1627,divya,divya@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3422.79,33084,2024-05-25,04:54:57,52.38268,50.136448,0,49,230.3
1628,manisha,manisha@gmail.com,Driver,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3243.9,46193,2024-03-30,02:54:25,45.947487,118.475127,0,86,417.1
1629,teja,teja@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2249.17,54588,2024-03-31,22:30:45,-43.218427,59.020996,0,67,301.5
1630,ram,ram@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1882.39,85352,2024-09-22,07:18:20,-24.142294,39.176756,0,80,388.0
1631,sanasya,sanasya@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3848.74,29918,2024-08-03,19:30:12,71.570001,110.973586,0,45,202.5
1632,akshaya,akshaya@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1320.22,01428,2024-01-20,18:21:52,33.812425,13.693796,0,69,317.4
1633,mahitha,mahitha@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2584.06,67537,2024-08-18,17:46:55,52.509085,-31.780887,0,20,90.0
1634,kruthika,kruthika@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3652.97,44357,2024-05-18,16:53:39,-87.697115,-34.250103,0,34,159.8
1635,abhishek,abhishek@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1803.4,10775,2024-10-17,10:26:24,49.347289,-159.299584,1,89,409.4
1636,shree,shree@gmail.com,Fleet Manager,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4884.1,10299,2024-04-25,03:57:37,4.580084,52.046412,0,89,400.5
1637,divya,divya@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3785.2,31127,2024-02-23,18:01:03,-79.867852,-34.054454,0,99,420.75
1638,manisha,manisha@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3402.06,76261,2024-07-12,18:01:00,62.045378,-75.756757,0,92,391.0
1639,teja,teja@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2055.26,50922,2024-09-02,21:16:34,-44.08089,-81.95085,0,70,329.0
1640,ram,ram@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1245.38,01943,2024-07-17,23:47:05,39.553076,-75.790166,1,33,148.5
1641,sanasya,sanasya@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1924.27,55865,2024-07-16,15:47:25,54.450327,-95.476333,1,20,94.0
1642,akshaya,akshaya@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3002.19,73331,2024-09-28,03:50:18,-9.934624,-17.825906,1,57,276.45
1643,mahitha,mahitha@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1225.82,56542,2024-01-05,23:31:12,-2.551943,-15.947614,0,97,412.25
1644,kruthika,kruthika@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1446.86,73459,2024-07-07,04:33:29,-61.27365,169.570834,1,29,136.3
1645,abhishek,abhishek@gmail.com,Driver,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3283.56,87560,2024-04-09,01:55:27,57.062424,159.38196,1,8,38.8
1646,shree,shree@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2427.4,93570,2024-02-03,13:20:47,-33.01749,-61.448307,0,48,225.6
1647,divya,divya@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1116.73,82950,2024-10-16,11:56:36,-21.157368,107.697214,0,20,92.0
1648,manisha,manisha@gmail.com,Fleet Manager,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4926.95,86504,2024-03-13,15:32:07,-61.035942,40.720438,1,58,246.5
1649,teja,teja@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1640.1,65785,2024-01-18,19:54:23,25.55368,98.509121,1,60,270.0
1650,ram,ram@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1652.19,79896,2024-06-14,00:00:33,20.075933,102.915412,1,31,142.6
1651,sanasya,sanasya@gmail.com,Fleet Manager,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2931.53,54935,2024-01-24,01:52:15,14.572379,-175.662943,1,65,305.5
1652,akshaya,akshaya@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1997.04,02883,2024-08-15,22:18:39,-50.134246,-150.626369,0,77,354.2
1653,mahitha,mahitha@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1692.66,54416,2024-10-21,21:33:55,69.384608,-179.585734,0,54,253.8
1654,kruthika,kruthika@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3315.74,40051,2024-10-31,19:27:57,86.147677,62.780917,1,1,4.85
1655,abhishek,abhishek@gmail.com,Fleet Manager,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4670.99,61065,2024-10-28,18:03:58,35.893633,-72.442496,1,33,148.5
1656,shree,shree@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1099.32,16490,2024-01-08,13:20:03,27.925281,-175.881254,1,9,40.5
1657,divya,divya@gmail.com,Fleet Manager,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4281.34,18427,2024-08-02,01:31:29,63.652431,81.468293,0,72,338.4
1658,manisha,manisha@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4775.1,46559,2024-06-14,16:37:55,66.078892,141.535823,0,46,207.0
1659,teja,teja@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1575.81,23300,2024-09-11,15:50:29,-55.923635,-153.017706,0,1,4.25
1660,ram,ram@gmail.com,Fleet Manager,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4124.66,28558,2024-10-12,11:19:05,-56.505481,155.735738,0,16,75.2
1661,sanasya,sanasya@gmail.com,Fleet Manager,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4780.04,46989,2024-07-13,04:36:18,-33.895637,-10.908247,0,11,51.7
1662,akshaya,akshaya@gmail.com,Fleet Manager,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1445.4,33128,2024-01-11,10:38:37,-89.379694,65.777896,1,78,331.5
1663,mahitha,mahitha@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2507.66,54698,2024-02-08,19:33:24,5.61041,37.460614,1,37,173.9
1664,kruthika,kruthika@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2363.28,54781,2024-09-10,23:49:49,-18.806654,107.332963,0,91,441.35
1665,abhishek,abhishek@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3726.13,90249,2024-10-06,10:50:25,59.613418,162.320086,0,46,195.5
1666,shree,shree@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1612.13,46653,2024-11-01,08:32:18,25.912701,-111.219665,1,26,126.1
1667,divya,divya@gmail.com,Fleet Manager,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3203.77,99048,2024-02-26,02:27:55,6.317905,100.777853,0,33,151.8
1668,manisha,manisha@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2172.17,16785,2024-07-26,07:59:38,13.11699,116.41154,1,74,340.4
1669,teja,teja@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4051.12,92901,2024-12-02,10:08:16,-47.351207,50.929431,0,64,272.0
1670,ram,ram@gmail.com,Fleet Manager,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1969.65,39172,2024-01-26,19:37:57,64.306981,-121.457894,0,55,266.75
1671,sanasya,sanasya@gmail.com,Fleet Manager,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3699.17,11453,2024-06-21,02:22:25,-23.254104,-162.311938,0,39,179.4
1672,akshaya,akshaya@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3171.03,99332,2024-07-31,07:13:50,62.207898,-163.085389,1,38,178.6
1673,mahitha,mahitha@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3365.55,16069,2024-01-20,07:42:18,-87.517195,74.222431,0,32,144.0
1674,kruthika,kruthika@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4139.51,12678,2024-06-27,18:18:58,-11.275404,-13.020275,1,57,276.45
1675,abhishek,abhishek@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1690.19,21716,2024-01-19,05:58:26,80.51852,179.27899,0,48,225.6
1676,shree,shree@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3676.44,96303,2024-10-08,20:11:01,19.114524,-138.463903,0,31,145.7
1677,divya,divya@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2244.07,48955,2024-04-25,05:42:40,-59.195771,153.948736,1,29,130.5
1678,manisha,manisha@gmail.com,Driver,santhosh,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1084.7,14817,2024-05-22,02:11:38,-61.766691,-143.633516,1,97,436.5
1679,teja,teja@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2096.27,62333,2024-11-03,09:59:10,-69.419563,-74.827258,1,93,395.25
1680,ram,ram@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2698.91,95097,2024-02-28,16:33:09,5.154719,124.883974,0,87,391.5
1681,sanasya,sanasya@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3327.68,85055,2024-11-27,15:53:36,-33.278414,105.03022,1,2,9.4
1682,akshaya,akshaya@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3693.87,54625,2024-08-09,00:50:31,-70.957058,137.382828,0,87,421.95
1683,mahitha,mahitha@gmail.com,Fleet Manager,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4057.24,62523,2024-07-04,08:14:51,-81.638361,72.36045,1,43,202.1
1684,kruthika,kruthika@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3269.85,60738,2024-11-20,14:12:21,65.223599,-71.331278,1,2,9.2
1685,abhishek,abhishek@gmail.com,Fleet Manager,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2098.24,58756,2024-06-30,21:51:08,-59.889273,-107.879675,0,28,126.0
1686,shree,shree@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2572.02,76713,2024-04-16,02:16:02,57.450902,-7.405284,1,43,197.8
1687,divya,divya@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4302.16,17195,2024-09-01,09:08:55,66.276292,-120.826931,0,20,85.0
1688,manisha,manisha@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2728.77,15790,2024-02-16,09:05:14,12.162017,100.443689,1,21,98.7
