id,username,email,role,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
1527,awilson,awilson@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4589.55,93539,2024-11-11,06:37:21,26.279039,46.334191,1,69,334.65
1528,brownkathleen,brownkathleen@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4896.05,36184,2024-05-15,18:20:18,-57.917873,-139.017175,0,20,85.0
1529,brittanyburgess,brittanyburgess@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2890.74,30507,2024-09-27,00:59:10,-62.155816,-65.018672,0,23,97.75
1530,tammyfarley,tammyfarley@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4863.74,61093,2024-07-12,17:25:37,42.393304,26.232189,1,84,386.4
1531,sara94,sara94@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3282.36,34438,2024-04-20,09:06:17,-33.939326,-33.990289,1,49,208.25
1532,edwinsmith,edwinsmith@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3832.61,40343,2024-06-22,03:04:20,44.071876,-105.488672,0,83,381.8
1533,ljones,ljones@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2106.81,53057,2024-09-10,05:48:38,68.380658,-68.973079,1,90,382.5
1534,phillip76,phillip76@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4055.54,07316,2024-03-06,17:18:29,-17.346585,47.624675,1,91,418.6
1535,ariastiffany,ariastiffany@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2603.4,07227,2024-02-25,10:23:44,84.200532,-59.873689,0,19,85.5
1536,william58,william58@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2279.88,20253,2024-03-26,21:20:50,42.694247,-125.584869,1,38,174.8
1537,blackwellbrittany,blackwellbrittany@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4243.63,26756,2024-07-31,07:28:50,-74.341499,90.605836,1,83,390.1
1538,ofranco,ofranco@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2431.19,21872,2024-03-25,10:34:33,9.835437,168.620388,1,65,292.5
1539,josephadams,josephadams@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1085.82,21544,2024-02-07,10:56:14,32.535758,-40.89636,1,89,400.5
1540,lauren72,lauren72@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1646.33,81027,2024-10-12,18:09:41,49.070974,130.248147,1,60,282.0
1541,pwolf,pwolf@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3358.1,87466,2024-09-05,04:01:31,14.308666,132.041254,0,8,36.8
1542,tina44,tina44@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2254.45,02136,2024-06-21,13:05:19,-85.280634,153.242376,1,62,291.4
1543,wheelerricky,wheelerricky@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1964.86,02970,2024-11-16,01:18:50,-11.553553,-161.044969,0,9,38.25
1544,james55,james55@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4738.37,97379,2024-02-02,06:03:17,-30.876859,79.273778,1,7,32.2
1545,sandra98,sandra98@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3615.34,29130,2024-01-06,18:07:49,-46.673452,-114.062372,0,54,243.0
1546,mark07,mark07@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2691.36,39726,2024-09-17,20:11:04,23.116304,-124.000791,1,63,296.1
1547,ballen,ballen@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3593.47,60483,2024-11-09,11:32:47,-0.807508,-101.986989,1,87,421.95
1548,cassandracox,cassandracox@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4587.77,14229,2024-11-04,19:47:10,81.484987,157.602955,1,23,105.8
1549,melissahouston,melissahouston@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2041.23,16395,2024-09-09,21:37:12,-64.77457,92.823362,1,27,114.75
1550,toddduncan,toddduncan@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1315.52,75451,2024-07-31,14:32:05,67.303221,136.92025,0,72,338.4
1551,rhonda18,rhonda18@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4368.38,57173,2024-10-12,12:13:19,-16.204772,9.009759,1,51,239.7
1552,spierce,spierce@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1334.31,17415,2024-04-20,13:45:19,-0.832619,-158.996725,1,86,417.1
1553,xhowe,xhowe@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4349.17,87463,2024-09-05,03:59:42,0.76772,89.521963,1,51,234.6
1554,patrick79,patrick79@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3087.65,57819,2024-04-12,06:09:15,-35.97229,23.121682,1,10,48.5
1555,amber55,amber55@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3403.09,47138,2024-10-15,11:26:54,-25.262388,-105.647214,1,94,399.5
1556,angela52,angela52@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4800.87,65386,2024-07-09,02:44:15,-21.818918,136.728973,0,32,155.2
1557,garrett82,garrett82@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1293.96,91988,2024-02-15,03:14:00,87.279619,147.077972,1,22,103.4
1558,byrdlaura,byrdlaura@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1496.82,99643,2024-06-03,22:21:56,-10.853477,-131.183046,0,22,101.2
1559,pvasquez,pvasquez@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3390.83,63135,2024-07-22,00:12:03,-75.725053,-101.844362,0,44,206.8
1560,jacobshields,jacobshields@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1340.23,06104,2024-03-15,22:34:45,-47.848796,-100.550673,0,55,258.5
1561,clarkkristen,clarkkristen@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1485.77,07937,2024-11-11,22:51:13,70.72411,93.10579,0,21,96.6
1562,erichoffman,erichoffman@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3373.54,15535,2024-02-08,21:01:08,-22.780594,-83.869773,0,93,395.25
1563,rachel35,rachel35@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3066.97,93235,2024-03-15,14:13:17,69.927844,76.470388,1,44,206.8
1564,drewcook,drewcook@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2661.07,23595,2024-03-20,18:36:30,-66.160336,78.680648,0,99,465.3
1565,wolfejoseph,wolfejoseph@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2984.13,33403,2024-05-07,12:17:51,-26.03974,-152.174135,1,4,19.4
1566,geraldgarcia,geraldgarcia@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4630.03,16088,2024-02-15,21:49:39,-29.334431,-3.565795,1,84,407.4
1567,timothysmith,timothysmith@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2776.49,93261,2024-10-04,02:56:12,-38.658026,3.444496,0,57,267.9
1568,etaylor,etaylor@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4400.37,19622,2024-02-20,06:20:52,62.675282,123.153891,1,29,136.3
1569,barberjake,barberjake@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4317.96,69121,2024-11-24,01:16:07,24.89931,151.591748,1,67,284.75
1570,jbennett,jbennett@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4654.85,07488,2024-09-21,11:46:36,-65.996112,146.554638,1,33,148.5
1571,larry78,larry78@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4413.78,90155,2024-03-10,06:34:38,-8.445561,110.80129,1,61,274.5
1572,turnersamuel,turnersamuel@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2547.5,86487,2024-03-18,01:50:13,60.254806,-162.175145,1,31,139.5
1573,jessica67,jessica67@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2306.55,44123,2024-11-02,14:28:45,6.750753,-141.173785,1,74,333.0
1574,troy04,troy04@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1084.4,84238,2024-05-05,10:53:58,41.544911,169.038352,1,41,192.7
1575,bartlettkirsten,bartlettkirsten@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3999.8,49022,2024-09-05,18:28:20,69.387866,-40.952896,0,5,23.0
1576,janderson,janderson@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1940.59,11959,2024-01-13,01:04:50,41.433831,-120.573603,0,94,432.4
1577,cindy60,cindy60@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1779.28,55727,2024-03-02,19:18:25,87.072471,17.409589,1,86,387.0
1578,briana20,briana20@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4211.54,89624,2024-09-25,19:59:52,-10.598165,137.91726,1,1,4.6
1579,iwhite,iwhite@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1054.03,55090,2024-06-16,18:48:16,57.479249,117.995971,1,77,354.2
1580,chuff,chuff@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2646.39,72345,2024-09-18,22:53:15,-32.234932,112.63652,0,2,9.4
1581,lmitchell,lmitchell@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2552.14,16785,2024-03-04,12:27:50,-48.958164,-148.581097,1,69,324.3
1582,catherine65,catherine65@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4049.31,04240,2024-07-17,16:11:17,-41.298891,33.520608,0,64,294.4
1583,patricia37,patricia37@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1613.24,79391,2024-11-05,13:18:48,-17.722164,83.328987,0,71,301.75
1584,scott14,scott14@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1129.02,07327,2024-05-23,08:58:17,-76.448131,179.301263,1,79,335.75
1585,christopher99,christopher99@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3000.98,03595,2024-06-13,13:08:45,-57.136325,-66.690454,1,34,144.5
1586,johnmunoz,johnmunoz@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4355.61,47727,2024-06-19,03:20:47,-46.933583,44.00828,1,53,257.05
1587,stoneangela,stoneangela@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3687.66,65110,2024-10-18,12:50:44,1.460014,-159.069868,0,49,208.25
1588,blackrichard,blackrichard@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2364.56,03311,2024-02-14,04:55:46,81.522431,55.692545,0,89,378.25
1589,dcaldwell,dcaldwell@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2241.43,07102,2024-03-19,12:50:42,-7.126617,-13.3278,1,59,265.5
1590,christopher49,christopher49@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3402.69,76993,2024-02-22,21:18:55,-27.93092,-152.272522,1,63,289.8
1591,trujillokeith,trujillokeith@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2352.58,39768,2024-06-06,20:37:59,-56.062977,46.62665,1,57,267.9
1592,vford,vford@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2325.58,10707,2024-01-05,15:24:18,88.28557,176.845878,1,12,56.4
1593,mezadaniel,mezadaniel@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2765.42,17043,2024-11-30,01:55:49,-18.88232,2.280917,1,81,344.25
1594,jennifer32,jennifer32@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3795.3,36943,2024-05-19,14:50:51,-74.348849,5.723007,1,18,81.0
1595,esolis,esolis@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1423.3,74302,2024-06-09,06:30:03,-8.957874,62.806056,0,2,9.2
1596,sotobobby,sotobobby@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3413.7,66194,2024-04-03,23:57:15,71.940806,-66.591634,1,9,38.25
1597,robertallen,robertallen@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4675.04,69851,2024-08-29,02:01:48,-30.037395,49.86063,0,54,229.5
1598,elliottstephen,elliottstephen@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4071.68,04056,2024-08-25,02:56:07,-56.96821,-38.075573,1,28,131.6
1599,rhawkins,rhawkins@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1651.85,50155,2024-05-18,17:08:37,68.744245,10.174353,0,59,277.3
1600,ricealexander,ricealexander@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2795.17,04954,2024-09-29,07:41:27,-22.859411,-74.53615,1,40,170.0
1601,olsenemily,olsenemily@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2665.66,86249,2024-02-25,12:49:40,-13.00712,-130.862177,1,64,310.4
1602,allison29,allison29@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2967.72,52923,2024-07-08,13:55:20,57.010862,132.878583,0,78,366.6
1603,ashley54,ashley54@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3916.2,47919,2024-04-28,16:28:27,-79.609294,-143.771558,0,37,170.2
1604,john36,john36@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1670.83,77050,2024-01-24,14:26:59,74.064744,73.475912,0,11,51.7
1605,alicia13,alicia13@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1924.67,37129,2024-08-13,04:20:49,-28.547041,-83.367891,0,99,480.15
1606,hector34,hector34@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2209.91,56492,2024-06-21,13:20:44,-21.88023,-142.423082,0,83,390.1
1607,andersonkenneth,andersonkenneth@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4182.3,16231,2024-03-30,03:42:14,-81.091274,168.472426,1,97,470.45
1608,erin94,erin94@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3375.52,42527,2024-10-08,09:59:58,-77.273601,-60.420542,1,85,391.0
1609,jwheeler,jwheeler@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1681.93,53646,2024-08-03,01:15:37,28.014848,-15.241838,1,37,166.5
1610,connor98,connor98@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3897.47,59946,2024-08-01,21:51:22,-61.615445,-162.488891,1,85,361.25
1611,mckenziehughes,mckenziehughes@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3413.94,35558,2024-07-03,23:17:04,-87.504365,137.68883,1,89,378.25
1612,louis83,louis83@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4634.54,41884,2024-01-25,07:49:07,24.74327,-39.943695,1,51,239.7
1613,josemoore,josemoore@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2669.24,21177,2024-02-02,00:22:49,-15.726743,77.330329,0,53,249.1
1614,maddoxjoanna,maddoxjoanna@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1604.01,64732,2024-02-01,10:14:28,-71.544195,3.142703,0,72,331.2
1615,zanthony,zanthony@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1525.29,14777,2024-03-13,15:05:03,-81.894773,69.350471,0,25,106.25
1616,wwalls,wwalls@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3709.46,48434,2024-11-13,15:00:06,6.610736,29.443133,0,100,425.0
1617,andrewadams,andrewadams@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2819.07,51092,2024-08-01,09:51:29,73.560899,-134.186401,1,51,229.5
1618,emilywells,emilywells@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2825.65,67616,2024-08-29,12:36:14,36.907399,-60.310938,0,83,352.75
1619,simonscott,simonscott@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1238.35,64395,2024-10-13,13:40:43,-86.730857,-5.854697,0,16,72.0
1620,bstuart,bstuart@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2745.09,96803,2024-05-15,13:30:18,76.346793,77.198348,0,43,208.55
1621,baileymichelle,baileymichelle@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3483.06,05850,2024-05-15,17:29:35,-23.441898,57.754409,1,16,77.6
1622,williamssteven,williamssteven@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1748.61,78191,2024-01-06,08:40:04,35.198034,145.71499,1,37,173.9
1623,gmiller,gmiller@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3410.81,14574,2024-04-22,16:34:10,51.330622,134.934979,1,37,179.45
1624,james90,james90@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3710.12,24008,2024-05-19,06:33:48,-35.891403,18.866278,0,45,211.5
1625,lindsay85,lindsay85@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4311.4,55999,2024-10-11,08:28:40,-8.844061,-46.143954,0,62,300.7
1626,lmorris,lmorris@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2369.23,84903,2024-02-18,18:50:07,31.925831,-33.580663,0,31,145.7
1627,sean21,sean21@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1120.93,02517,2024-08-04,15:15:24,16.359988,-7.178884,0,85,391.0
1628,pabbott,pabbott@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1039.45,89062,2024-08-07,18:09:45,48.784957,-159.668799,0,5,24.25
1629,michael86,michael86@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4501.93,91248,2024-08-22,13:02:06,-15.941847,-130.427437,0,26,122.2
1630,schmittvincent,schmittvincent@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1513.01,45296,2024-11-29,10:28:13,0.194211,102.003655,0,68,289.0
1631,tammywalsh,tammywalsh@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3720.95,03738,2024-06-05,02:32:22,28.919114,93.181462,1,48,220.8
1632,smithabigail,smithabigail@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3019.83,33149,2024-07-24,17:27:02,78.953471,-58.141349,1,36,174.6
1633,sean90,sean90@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2313.98,32856,2024-06-29,02:21:35,-11.52138,135.835101,0,21,98.7
1634,sherrydelacruz,sherrydelacruz@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3139.9,07943,2024-04-23,09:00:36,-50.975716,62.581822,0,50,235.0
1635,tmartinez,tmartinez@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1984.75,61070,2024-04-17,13:35:53,-71.272351,-138.799781,1,97,412.25
1636,boydrobert,boydrobert@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3263.76,70955,2024-04-14,02:58:46,-32.037922,-17.311499,0,66,303.6
1637,vpatterson,vpatterson@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3472.73,19857,2024-01-08,23:52:35,-24.439961,96.501198,0,70,329.0
1638,christopher89,christopher89@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3687.04,26474,2024-10-06,16:05:42,67.236835,-46.560034,1,82,377.2
1639,elizabeth98,elizabeth98@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2030.64,06780,2024-08-15,16:40:54,-43.543723,-110.864894,0,95,427.5
1640,kwilliams,kwilliams@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4404.65,14600,2024-05-30,05:39:34,-57.945148,-29.480739,1,26,122.2
1641,vickipatton,vickipatton@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1990.08,83072,2024-07-30,03:58:35,6.523525,-10.555525,1,70,339.5
1642,lewisbenjamin,lewisbenjamin@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1026.04,02800,2024-06-03,15:29:04,5.167915,55.320656,1,1,4.25
1643,john67,john67@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2772.53,31525,2024-06-14,17:51:30,-68.623972,100.157917,0,35,169.75
1644,thomasdavid,thomasdavid@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1090.86,94459,2024-06-07,15:51:13,-21.951871,-126.597104,0,42,197.4
1645,iguzman,iguzman@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1064.38,95548,2024-09-23,13:27:54,6.585079,-48.842156,1,3,14.55
1646,david81,david81@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4408.92,46083,2024-04-15,16:23:24,-26.178771,4.050662,1,51,229.5
1647,vlowe,vlowe@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4776.03,27829,2024-05-24,14:10:35,24.921992,63.845074,0,14,59.5
1648,pmullins,pmullins@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2652.94,02350,2024-11-11,14:14:47,-0.257523,136.072778,1,5,23.0
